Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,anomaly_score_if,risk_category
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,0.3910050412680464,rendah
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,0.5127275429965741,rendah
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,0.3892820000383966,rendah
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,0.3628354170795415,rendah
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,0.3946377917922645,rendah
55,No,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,0.5937457939987898,sedang
43,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,0.3778824098671149,rendah
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,0.5520533239513578,rendah
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,0.3788547257227978,rendah
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,0.6722263310602227,tinggi
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,0.4671847610040974,rendah
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,0.36572551926673225,rendah
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,0.2248555493828635,rendah
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,0.32002016704204433,rendah
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,0.2293147523757717,rendah
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,0.2790731831865107,rendah
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,0.5578062278757601,rendah
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,0.4363549242865493,rendah
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,0.39709232169406655,rendah
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,0.35090379611546846,rendah
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,0.5441973582952199,rendah
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,0.0003119486811030496,rendah
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,0.5406517310186169,rendah
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,0.6464524306817994,sedang
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,0.17023369265307528,rendah
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,0.2353241065544239,rendah
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,0.405983898242943,rendah
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,0.4097005800258741,rendah
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,0.4162484340603602,rendah
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,0.5073126540583045,rendah
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,0.5031071997084061,rendah
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,0.36608480205247546,rendah
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,0.5676317354146145,rendah
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,0.2848333638468862,rendah
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,0.2871728087908375,rendah
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,0.6656483596472531,tinggi
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,0.3390224490746085,rendah
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,0.17141094413589225,rendah
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,0.31452646294418846,rendah
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,0.4415147301266972,rendah
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,0.37421828636905613,rendah
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,0.5654769362049735,rendah
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,0.3471411414104283,rendah
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,0.4378088360352636,rendah
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,0.49138939996589986,rendah
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,0.5144686230002165,rendah
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,0.4799569900541994,rendah
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,0.22840330946545562,rendah
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,0.5819302972132818,rendah
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,0.5242765250627219,rendah
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,0.2940841763887619,rendah
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,0.3048503605318668,rendah
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,0.3563979410136169,rendah
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,0.28472645559952936,rendah
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,0.3071881829139733,rendah
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,0.3587992014649129,rendah
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,0.24261763144700293,rendah
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,0.31275315596539077,rendah
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,0.21369764935836008,rendah
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,0.37277365920334293,rendah
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,0.34338567193723185,rendah
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,0.30316872919401705,rendah
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,0.24440495958692288,rendah
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,0.10650623442133209,rendah
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,0.11006905485784087,rendah
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,0.3683707380836839,rendah
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,0.4073576434516282,rendah
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,0.42091685672864015,rendah
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,0.5785586193810865,rendah
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,0.77859557774538,tinggi
42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,0.3662030773017218,rendah
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,0.18181889920686117,rendah
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,0.460038422567781,rendah
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,0.3671731456652168,rendah
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,0.3995799477365724,rendah
30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,0.2492410418198423,rendah
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,0.516898917390698,rendah
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,0.22856792832182693,rendah
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,0.44623245108471965,rendah
35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,0.4272013127013349,rendah
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,0.4229412294495738,rendah
32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,0.42864331805212724,rendah
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,0.46744656534853385,rendah
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,0.2516633212828618,rendah
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,0.34694588257677245,rendah
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,0.2719155288997174,rendah
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,0.2296492081507885,rendah
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,0.23707930504329455,rendah
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,0.1459162786246836,rendah
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,0.45030473693222084,rendah
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,0.33610051993977247,rendah
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,0.4494662546863197,rendah
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,0.9165946551420564,tinggi
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,0.2995316690016323,rendah
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,0.21917299696432488,rendah
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,0.39971127775928994,rendah
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,0.33337100621848703,rendah
40,No,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,0.49127738384835806,rendah
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,0.6630732866933837,tinggi
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,0.22327238218068426,rendah
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,0.4160555244444574,rendah
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,0.36893606952504987,rendah
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,0.3708068737770675,rendah
33,No,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,0.452945475385921,rendah
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,0.10550260961147565,rendah
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,0.2987171515423708,rendah
44,No,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17,0.8287120336255168,tinggi
20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,0.527932994859279,rendah
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,0.2394748364992717,rendah
42,No,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,0.43573128543337547,rendah
60,No,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,0.3968723124656939,rendah
32,No,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,0.5315921206116886,rendah
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,0.34248139926902244,rendah
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,0.5423140524709145,rendah
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,0.3378452687447681,rendah
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,0.3358924157309753,rendah
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,0.21061708215758715,rendah
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,0.4389125354344919,rendah
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0,0.6848210770829041,tinggi
35,No,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,0.5816635169084468,rendah
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8,0.34457278873237823,rendah
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4,0.5251874986122546,rendah
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7,0.32044160093488044,rendah
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0,0.6633157369175401,tinggi
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,0.32297208695217,rendah
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9,0.4527985606923539,rendah
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1,0.07786575819457589,rendah
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8,0.18620863973062235,rendah
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5,0.28865397313726776,rendah
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7,0.36111449326346096,rendah
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0,0.4221386266418697,rendah
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7,0.30692814384658534,rendah
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0,0.3467438028126562,rendah
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3,0.20001743166765662,rendah
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0,0.09110477905731493,rendah
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0,0.44079408968059347,rendah
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7,0.4187238239615572,rendah
